row;CustomerNo;Datum;display;storagesize;service;coverage;price;Sentiment
450;27;20190212;0;0;0;0;0;0
451;27;20190212;0;0;0;0;0;0
452;27;20190212;0;0;0;0;0;0
453;27;20190212;0;0;1;0;0;0
454;27;20190212;0;0;0;0;0;-0,530330086
455;27;20190212;0;0;0;0;0;0,75
456;2;20190219;0;0;0;0;0;0
457;2;20190219;0;0;0;0;0;0,530330086
458;2;20190219;0;0;0;0;2;-0,226778684
459;2;20190219;0;0;0;0;0;0
460;2;20190219;0;0;0;0;0;0
461;2;20190219;0;0;0;0;0;0,178885438
462;2;20190219;0;0;0;0;0;0
463;2;20190219;0;0;0;0;0;0
464;2;20190219;0;0;0;0;0;1
465;2;20190219;0;0;0;0;0;-0,25
466;2;20190219;0;0;0;0;1;0
467;2;20190219;0;0;0;0;0;-0,375
468;2;20190219;0;0;0;0;0;0
469;2;20190219;0;0;0;0;0;-0,09
470;2;20190219;0;0;0;0;0;-0,424264069
471;35;20190223;0;0;0;0;0;0,530330086
472;35;20190223;0;0;0;0;0;0
473;35;20190223;0;0;0;0;0;-0,850420064
474;35;20190223;0;0;0;0;0;0
475;35;20190223;0;0;0;0;0;0
476;35;20190223;0;0;1;1;0;0
477;35;20190223;0;0;0;0;0;0
478;35;20190223;0;0;0;0;0;0
479;35;20190223;0;0;0;0;0;0,288675135
480;35;20190223;0;0;0;0;0;0,75
481;2;20190225;0;0;0;0;0;0
482;2;20190225;0;0;0;0;1;-0,069337525
483;2;20190225;0;0;0;0;1;0
484;2;20190225;0;0;0;0;0;0
485;2;20190225;0;0;0;0;0;0
486;2;20190225;0;0;0;0;1;-0,375
487;2;20190225;0;0;0;0;0;0
488;2;20190225;0;0;0;0;0;0,230940108
489;2;20190225;0;0;0;0;0;0
490;2;20190225;0;0;0;0;0;0,353553391
491;2;20190225;0;0;0;0;0;0,433012702
492;2;20190225;0;0;0;0;0;0,75
493;2;20190225;0;0;0;0;0;0,433012702
494;28;20190424;0;0;0;0;0;0
495;28;20190424;0;0;0;0;0;0
496;28;20190424;1;0;0;0;0;-0,346410162
497;28;20190424;0;0;0;0;0;0
498;28;20190424;0;0;1;0;0;0
499;28;20190424;0;0;1;0;0;0
500;28;20190424;0;0;0;0;0;0
501;28;20190424;0;0;0;0;0;0
502;28;20190424;0;0;1;0;0;0,5
503;28;20190424;0;0;0;0;0;0,75
504;38;20190427;0;0;0;0;0;0
505;38;20190427;0;0;0;0;0;0,151185789
506;38;20190427;0;0;0;0;0;0
507;38;20190427;0;0;0;0;0;0,461880215
508;38;20190427;0;0;0;0;0;0
509;38;20190427;0;0;0;0;0;0
510;38;20190427;0;0;0;0;0;0
511;38;20190427;0;0;0;0;0;0
512;38;20190427;0;0;0;0;0;-0,353553391
513;38;20190427;0;0;1;0;0;0,625
514;22;20190428;0;0;0;0;0;0,530330086
515;22;20190428;0;0;0;0;0;0
516;22;20190428;0;0;0;0;0;-0,088388348
517;22;20190428;0;0;0;0;0;0,111803399
518;22;20190428;0;0;0;0;0;0
519;22;20190428;0;0;1;0;0;0
520;22;20190428;0;0;0;0;0;0
521;22;20190428;0;0;1;0;0;0
522;22;20190428;0;0;0;0;0;0,721687836
523;22;20190428;0;0;0;0;0;0
524;22;20190428;0;0;1;0;0;0
525;22;20190428;0;0;0;0;0;0
526;22;20190428;0;0;0;0;0;0
527;20;20190429;0;0;0;0;0;0,530330086
528;20;20190429;0;0;0;0;0;0
529;20;20190429;0;0;0;0;0;0,302371578
530;20;20190429;0;0;0;0;0;0
531;20;20190429;0;0;0;0;0;0,4
532;20;20190429;0;0;0;0;0;0
533;20;20190429;0;1;0;0;0;0
534;20;20190429;0;0;0;0;0;0,353553391
535;20;20190429;0;0;1;0;0;0,625
536;22;20190430;0;0;0;0;0;0
537;22;20190430;0;0;0;0;0;0
538;22;20190430;1;0;0;0;0;0
539;22;20190430;0;0;0;0;0;0
540;22;20190430;0;0;1;0;0;0
541;22;20190430;0;0;0;0;0;0
542;22;20190430;0;0;0;0;0;-0,335410197
543;22;20190430;0;0;1;0;0;0
544;22;20190430;0;0;0;0;0;0
545;29;20190507;0;0;0;0;0;0
546;29;20190507;0;0;0;0;0;0
547;29;20190507;0;0;0;0;0;0
548;29;20190507;0;0;0;0;0;0
549;29;20190507;0;0;0;0;0;0
550;29;20190507;0;0;0;0;0;0
551;29;20190507;0;0;0;0;0;0,447213595
552;29;20190507;0;0;0;0;0;0
553;29;20190507;0;0;0;0;0;0
554;29;20190507;0;0;0;0;0;-0,433012702
555;2;20190530;0;0;0;0;0;0,530330086
556;2;20190530;0;0;0;0;0;0
557;2;20190530;0;0;0;0;0;0,188982237
558;2;20190530;0;0;0;0;3;-0,25
559;2;20190530;1;0;0;0;0;0
560;2;20190530;0;0;0;0;0;0
561;2;20190530;0;0;0;0;0;-0,288675135
562;2;20190530;0;0;0;0;1;-0,375
563;2;20190530;0;0;1;0;0;0
564;2;20190530;0;0;1;0;0;0
565;2;20190530;0;0;0;0;0;0
566;2;20190530;0;0;0;0;0;0
567;32;20190618;0;0;0;0;0;0
568;32;20190618;0;0;0;0;0;0
569;32;20190618;1;0;0;0;0;0
570;32;20190618;0;0;0;0;0;0
571;32;20190618;0;0;0;0;0;0,4
572;32;20190618;0;0;0;0;0;0
573;32;20190618;1;0;0;0;0;0,4
574;32;20190618;0;0;1;0;0;0
575;30;20190628;0;0;0;0;0;0
576;30;20190628;0;0;0;0;0;0,326598632
577;30;20190628;0;0;0;0;2;0,63278485
578;30;20190628;0;0;0;0;0;0
579;30;20190628;0;0;0;0;0;0
580;30;20190628;0;0;0;0;0;-0,353553391
581;30;20190628;0;0;0;0;0;0
582;30;20190628;0;0;0;0;0;0
583;30;20190628;0;0;0;0;1;0
584;30;20190628;0;0;0;0;0;0
585;30;20190628;0;0;0;0;0;-0,353553391
586;36;20190630;0;0;0;0;0;0,530330086
587;36;20190630;0;0;0;0;0;0
588;36;20190630;0;0;0;1;0;0,490153037
589;36;20190630;0;0;0;0;0;0
590;36;20190630;0;0;0;1;0;0
591;36;20190630;0;0;1;0;0;0
592;36;20190630;0;0;0;0;1;0
593;36;20190630;0;0;0;0;0;0,288675135
594;6;20190712;0;0;0;0;0;0
595;6;20190712;0;0;0;0;0;0,204124145
596;6;20190712;0;0;0;0;2;0
597;6;20190712;0;0;0;0;0;0
598;6;20190712;0;0;0;0;1;0,357770876
599;4;20190715;0;0;0;0;0;0,530330086
600;4;20190715;0;0;0;0;0;0
601;4;20190715;1;0;0;0;0;-0,675
602;4;20190715;0;0;0;0;0;0
603;4;20190715;0;0;1;0;0;0
604;4;20190715;0;0;1;0;0;0
605;4;20190715;0;0;0;0;0;0
606;4;20190715;0;0;0;0;0;0
607;31;20190715;0;0;0;0;0;0
608;31;20190715;0;0;0;0;0;0,530330086
609;31;20190715;0;0;0;0;2;-0,212132034
610;31;20190715;0;0;0;0;1;0
611;31;20190715;0;0;1;0;0;0
612;31;20190715;0;0;0;0;0;0
613;31;20190715;0;0;0;0;0;-0,433012702
614;31;20190715;0;0;0;0;0;0,288675135
615;31;20190715;0;0;0;0;0;0,530330086
616;32;20190715;0;0;0;0;0;0,530330086
617;32;20190715;0;0;0;0;0;0
618;32;20190715;0;0;0;0;2;0
619;32;20190715;0;0;0;0;0;0
620;32;20190715;0;0;0;0;0;0
621;32;20190715;0;0;0;0;0;0
622;32;20190715;0;0;0;0;0;0,353553391
623;33;20190715;0;0;0;0;0;0
624;33;20190715;0;0;0;0;0;0
625;33;20190715;0;1;0;0;0;0
626;33;20190715;0;1;0;0;0;0
627;33;20190715;0;1;0;0;0;0
628;33;20190715;0;0;0;0;0;0
629;33;20190715;0;0;0;0;0;0
630;33;20190715;0;0;1;0;0;0
631;33;20190715;0;0;0;0;0;0
632;33;20190715;0;0;0;0;0;0,353553391
633;33;20190715;0;0;0;0;0;-0,353553391
634;33;20190715;0;0;0;0;0;0,75
635;35;20190715;0;0;0;0;0;0
636;35;20190715;0;0;0;0;0;-0,142886902
637;35;20190715;0;0;0;0;0;-0,111803399
638;35;20190715;0;0;0;0;0;0
639;35;20190715;0;0;0;0;0;-0,424264069
640;35;20190715;0;0;0;0;0;0
641;35;20190715;0;0;0;0;1;0
642;35;20190715;0;0;0;0;0;0,6
643;37;20190715;0;0;0;0;0;0
644;37;20190715;0;0;0;0;0;0,530330086
645;37;20190715;1;0;0;0;0;0,326598632
646;37;20190715;0;0;0;0;0;-0,75
647;37;20190715;1;0;0;0;0;0
648;37;20190715;0;0;0;0;0;-0,530330086
649;37;20190715;0;0;0;0;0;0
650;37;20190715;0;0;0;0;2;0,447446459
651;37;20190715;0;0;0;0;0;0
652;37;20190715;0;0;0;0;0;0
653;37;20190715;0;0;0;0;0;0
654;37;20190715;0;0;0;0;1;-0,548007755
655;37;20190715;0;0;0;0;0;0,4
656;37;20190715;0;0;0;0;0;0
657;37;20190715;0;0;0;0;0;0
658;37;20190715;1;0;0;0;0;-0,335410197
659;37;20190715;0;0;0;0;0;0
660;37;20190715;0;0;0;0;0;-0,433012702
661;37;20190715;0;0;0;0;0;0,75
662;39;20190715;0;0;0;0;0;0
663;39;20190715;0;0;0;0;0;-0,375
664;39;20190715;0;0;0;0;0;0
665;39;20190715;0;0;0;0;0;0
666;39;20190715;0;0;0;0;0;0,353553391
667;35;20190731;0;0;0;0;0;0
668;35;20190731;0;0;0;0;2;-0,335410197
669;35;20190731;0;0;0;0;0;-0,079056942
670;35;20190731;0;0;0;0;0;0
671;35;20190731;0;0;0;0;0;0
672;35;20190731;0;0;0;0;0;-0,375
673;35;20190809;0;0;0;0;0;0
674;35;20190809;0;0;0;0;0;-0,316586912
675;35;20190809;0;0;0;0;0;0,477297077
676;35;20190809;0;0;0;0;0;0
677;35;20190809;0;0;0;0;0;-0,089442719
678;35;20190809;0;0;0;0;0;0
679;35;20190809;0;0;0;0;0;0
680;35;20190809;0;0;0;0;0;0,353553391
681;35;20190809;0;0;0;0;0;0
682;35;20190809;0;0;0;0;0;0
683;37;20190810;0;0;0;0;0;0,530330086
684;37;20190810;0;0;0;0;0;0
685;37;20190810;0;0;0;0;0;-0,375
686;37;20190810;0;0;0;0;0;0
687;37;20190810;0;0;0;0;0;0,353553391
688;39;20190810;0;0;0;0;0;0
689;39;20190810;0;0;0;0;0;0,530330086
690;39;20190810;0;0;0;0;2;0
691;39;20190810;0;1;0;0;0;0
692;39;20190810;0;0;0;0;0;0
693;39;20190810;0;0;0;0;0;-0,433012702
694;37;20190827;0;0;0;0;0;0
695;37;20190827;0;0;0;0;0;0,530330086
696;37;20190827;0;0;0;0;0;-0,433012702
697;37;20190827;0;0;0;0;0;0
698;37;20190827;0;0;0;0;0;0,353553391
699;39;20190827;0;0;0;0;0;0
700;39;20190827;0;0;0;0;0;0,530330086
701;39;20190827;0;0;0;0;2;0
702;39;20190827;0;0;0;0;0;0
703;39;20190827;0;0;0;0;0;0
704;39;20190827;0;0;0;0;2;0
705;39;20190827;0;0;0;0;0;-0,375
706;39;20190827;0;0;0;0;0;0
707;39;20190827;0;0;0;0;0;0
708;39;20190827;0;0;0;0;0;0,02236068
709;39;20190827;0;0;0;0;0;0,75
710;16;20190828;0;0;0;0;0;0,530330086
711;16;20190828;0;0;0;0;0;0
712;16;20190828;1;0;0;0;0;-0,335410197
713;16;20190828;0;0;0;0;0;0
714;16;20190828;0;0;1;0;0;0
715;16;20190828;0;0;0;0;0;0
716;16;20190828;0;0;0;0;0;0
717;16;20190828;0;0;0;0;0;0
718;16;20190828;0;0;0;0;0;0,530330086
719;16;20190828;0;0;0;0;0;-0,353553391
720;28;20190831;0;0;0;0;0;0
721;28;20190831;0;1;0;0;0;0,040824829
722;28;20190831;0;1;0;0;0;0
723;28;20190831;0;0;0;0;0;0,4
724;28;20190831;0;0;0;0;0;0
725;28;20190831;0;1;0;0;0;0
726;28;20190831;0;0;1;0;0;0,288675135
727;21;20190903;0;0;0;0;0;0
728;21;20190903;0;0;0;1;1;0,244948974
729;21;20190903;0;0;0;0;0;-0,375
730;21;20190903;0;0;0;0;0;0
731;21;20190903;0;0;0;0;1;0,673609679
732;21;20190903;0;0;0;0;0;0,025
733;21;20190903;0;0;0;0;0;0
734;21;20190903;0;0;0;0;0;0,288675135
735;13;20190904;0;0;0;0;0;-0,433012702
736;13;20190904;0;0;0;0;0;0,530330086
737;13;20190904;0;0;0;0;0;0
738;13;20190904;0;0;0;0;1;0
739;13;20190904;0;0;0;0;1;-0,035355339
740;13;20190904;0;0;0;0;0;0
741;13;20190904;0;0;0;0;0;0,5
742;13;20190904;0;0;1;0;0;0,288675135
743;19;20190905;0;0;0;0;0;0,375
744;19;20190905;1;0;0;0;0;-0,530330086
745;19;20190905;0;0;0;0;0;0
746;19;20190905;0;0;0;0;0;0
747;19;20190905;0;0;0;0;0;-0,375
748;19;20190905;0;0;0;0;0;-0,424264069
749;11;20190907;0;0;0;0;0;0
750;11;20190907;0;0;0;0;0;0,530330086
751;11;20190907;0;0;0;0;0;0
752;11;20190907;0;0;0;1;0;0,088388348
753;11;20190907;0;0;0;0;0;0
754;11;20190907;0;0;0;0;0;0
755;11;20190907;0;0;0;0;0;0
756;11;20190907;0;0;0;0;0;0
757;11;20190907;0;0;0;0;0;0
758;11;20190907;0;0;0;0;0;0
759;11;20190907;0;0;0;0;1;-0,067082039
760;11;20190907;0;0;0;1;0;0
761;21;20190910;0;0;0;0;0;0,530330086
762;21;20190910;0;0;0;0;0;0
763;21;20190910;0;0;0;1;0;-0,56694671
764;21;20190910;0;0;0;0;0;0
765;21;20190910;0;0;0;0;0;0
766;21;20190910;0;0;0;0;0;0
767;21;20190910;0;0;0;0;0;0
768;21;20190910;0;0;0;0;0;0,375
769;21;20190910;0;0;0;0;0;0,75
770;27;20190912;0;0;0;0;0;0,530330086
771;27;20190912;0;0;0;1;0;0
772;27;20190912;0;0;0;0;0;0
773;27;20190912;0;0;0;0;0;0
774;27;20190912;0;0;0;0;0;0
775;27;20190912;0;0;0;0;0;0
776;27;20190912;0;0;1;0;0;0
777;27;20190912;0;0;0;0;0;0
778;31;20190913;0;0;0;0;0;0
779;31;20190913;0;0;0;0;0;0
780;31;20190913;0;0;0;0;0;0
781;31;20190913;0;0;0;0;0;-0,125
782;31;20190913;0;0;0;0;0;0
783;31;20190913;0;0;0;0;0;0
784;31;20190913;0;0;0;0;0;0,353553391
785;31;20190913;0;0;0;0;0;0,530330086
786;6;20190914;0;0;0;0;0;0
787;6;20190914;1;0;0;0;0;0,326598632
788;6;20190914;0;0;0;0;0;-0,433012702
789;6;20190914;0;0;0;0;0;0,357770876
790;6;20190914;0;0;0;0;0;0,5
791;6;20190914;0;0;0;0;0;0,5
792;6;20190914;0;0;0;0;0;0,353553391
793;6;20190914;0;0;0;0;0;0
794;6;20190914;0;0;0;0;0;0
795;6;20190914;0;0;0;0;0;0,5
796;6;20190914;0;0;0;0;0;0,353553391
797;6;20190914;0;0;0;0;0;0,530330086
798;16;20190917;0;0;0;0;0;0,530330086
799;16;20190917;0;0;0;0;0;0
800;16;20190917;1;0;0;0;0;-0,335410197
801;16;20190917;0;0;1;0;0;0
802;16;20190917;0;0;0;0;0;0
803;16;20190917;0;0;0;0;0;0,357770876
804;16;20190917;0;0;0;0;1;0
805;16;20190917;0;0;0;0;0;-0,326598632
806;16;20190917;0;0;0;0;0;0
807;6;20190917;0;0;0;0;0;0
808;6;20190917;0;0;0;0;0;0,326598632
809;6;20190917;0;0;0;0;0;0
810;6;20190917;0;0;0;0;0;0
811;6;20190917;0;0;0;0;0;-0,040824829
812;24;20190919;0;0;0;0;0;0
813;24;20190919;0;0;0;0;0;0,530330086
814;24;20190919;0;0;0;0;0;-0,375
815;24;20190919;0;0;0;0;0;-0,176776695
816;24;20190919;0;0;0;0;0;0
817;24;20190919;0;0;0;0;0;-0,353553391
818;24;20190919;0;0;0;0;0;-0,353553391
819;24;20190919;0;0;0;0;0;0
820;24;20190919;0;0;0;0;2;0,302371578
821;24;20190919;0;0;0;0;0;0,25
822;24;20190919;0;0;0;0;0;0
823;24;20190919;0;0;0;0;0;0
824;24;20190919;0;0;0;0;0;0,25
825;24;20190919;0;0;0;0;0;0,5
826;40;20190923;0;0;0;0;0;0,530330086
827;40;20190923;0;0;0;0;0;0
828;40;20190923;0;0;0;0;0;0,4
829;40;20190923;0;0;0;0;0;-0,144337567
830;40;20190923;0;0;0;0;0;0
831;40;20190923;0;0;0;0;0;0
832;40;20190923;0;0;0;0;0;0
833;40;20190923;0;0;0;0;0;0
834;40;20190923;0;0;0;0;0;0
835;40;20190923;0;0;0;0;0;0,288675135
836;40;20190923;0;0;0;0;0;0
837;40;20190923;0;0;0;0;0;0
838;40;20190923;0;0;0;0;0;-0,25
839;16;20190923;0;0;0;0;0;0
840;16;20190923;0;0;0;0;0;-0,375
841;16;20190923;0;0;0;0;0;0
842;16;20190923;0;0;0;0;0;0,353553391
843;4;20190926;0;0;0;0;0;0,530330086
844;4;20190926;0;0;0;0;0;0
845;4;20190926;0;0;0;0;0;0
846;4;20190926;0;0;0;0;0;0
847;4;20190926;0;0;0;0;0;0
848;4;20190926;0;0;0;0;0;0,163299316
849;20;20191001;0;0;0;0;0;0,530330086
850;20;20191001;0;0;0;0;0;0
851;20;20191001;1;0;0;0;0;-0,433012702
852;20;20191001;0;0;0;0;0;0
853;20;20191001;0;0;0;0;0;0
854;20;20191001;0;0;1;0;0;0
855;20;20191001;0;0;0;0;0;0
856;20;20191001;0;0;0;0;2;-0,213808994
857;20;20191001;0;0;0;0;0;-0,530330086
858;40;20191010;0;0;0;0;0;0
859;40;20191010;0;0;0;0;0;0,530330086
860;40;20191010;0;0;0;0;0;0,433012702
861;40;20191010;0;0;0;0;0;0,102062073
862;40;20191010;0;0;0;0;0;0
863;40;20191010;0;0;0;0;0;0
864;40;20191010;0;0;0;0;0;-0,176776695
865;40;20191010;0;0;0;0;0;0
866;40;20191010;0;0;1;0;0;0
867;13;20191014;0;0;0;0;0;0,530330086
868;13;20191014;0;0;0;0;0;-0,530330086
869;13;20191014;1;0;0;0;0;0
870;13;20191014;0;0;0;0;0;-0,357770876
871;13;20191014;0;0;0;0;0;0
872;13;20191014;0;0;0;0;0;-0,433012702
873;13;20191014;0;0;0;0;1;0,63278485
874;13;20191014;0;0;0;0;0;0
875;13;20191014;0;0;0;0;0;0
876;15;20191030;0;0;0;0;0;0
877;15;20191030;0;0;0;0;0;-0,375
878;15;20191030;0;0;0;0;0;0,4
879;15;20191030;0;0;0;0;0;-0,070710678
880;15;20191030;0;0;0;0;0;0
881;15;20191030;0;0;0;0;1;0
882;15;20191030;0;0;0;0;0;0
883;14;20191102;0;0;0;0;0;0
884;14;20191102;0;0;0;0;0;0,530330086
885;14;20191102;0;0;0;0;1;0
886;14;20191102;0;0;0;0;1;-0,3
887;14;20191102;0;0;0;0;0;-0,288675135
888;14;20191102;0;0;0;0;0;0
889;14;20191102;0;0;0;0;0;0
890;14;20191102;0;0;0;0;0;0,4
891;14;20191102;0;0;0;0;0;-0,6
